código,nome do território,ano,concelhos apurados,concelhos por apurar,total de concelhos,freguesias apuradas,freguesias por apurar,total de freguesias,consulados apurados,consulados por apurar,total de consulados,inscritos,votos,% votos,brancos,% brancos,nulos,% nulos,mandatos,mandatos por atribuir,opção 1,votos 1,% votos1,mandatos 1,opção 2,votos 2,% votos2,mandatos 2,opção 3,votos 3,% votos3,mandatos 3,opção 4,votos 4,% votos4,mandatos 4,opção 5,votos 5,% votos5,mandatos 5,opção 6,votos 6,% votos6,mandatos 6,opção 7,votos 7,% votos7,mandatos 7,opção 8,votos 8,% votos8,mandatos 8,opção 9,votos 9,% votos9,mandatos 9,opção 10,votos 10,% votos10,mandatos 10,opção 11,votos 11,% votos11,mandatos 11,opção 12,votos 12,% votos12,mandatos 12,opção 13,votos 13,% votos13,mandatos 13,opção 14,votos 14,% votos14,mandatos 14,opção 15,votos 15,% votos15,mandatos 15,opção 16,votos 16,% votos16,mandatos 16,opção 17,votos 17,% votos17,mandatos 17,opção 18,votos 18,% votos18,mandatos 18,opção 19,votos 19,% votos19,mandatos 19,opção 20,votos 20,% votos20,mandatos 20
141605,Alcanhões,2024,,,,1,0,1,,,,1240,847,68.31,15,1.77,14,1.65,,,ADN,9,1.06,,B.E.,24,2.83,,CH,210,24.79,,E,0,0,,IL,21,2.48,,,,,,L,23,2.72,,MPT.A,0,0,,,,,,ND,0,0,,PAN,12,1.42,,PCP-PEV,98,11.57,,,,,,,,,,PPD/PSD.CDS-PP.PPM,155,18.3,,,,,,PS,258,30.46,,,,,,R.I.R.,7,0.83,,VP,1,0.12,
141606,Almoster,2024,,,,1,0,1,,,,1446,969,67.01,18,1.86,9,0.93,,,ADN,13,1.34,,B.E.,32,3.3,,CH,217,22.39,,E,2,0.21,,IL,30,3.1,,,,,,L,35,3.61,,MPT.A,1,0.1,,,,,,ND,1,0.1,,PAN,14,1.44,,PCP-PEV,57,5.88,,,,,,,,,,PPD/PSD.CDS-PP.PPM,208,21.47,,,,,,PS,327,33.75,,,,,,R.I.R.,3,0.31,,VP,2,0.21,
141607,Amiais de Baixo,2024,,,,1,0,1,,,,1421,972,68.4,18,1.85,7,0.72,,,ADN,12,1.23,,B.E.,31,3.19,,CH,129,13.27,,E,1,0.1,,IL,31,3.19,,,,,,L,20,2.06,,MPT.A,1,0.1,,,,,,ND,0,0,,PAN,9,0.93,,PCP-PEV,38,3.91,,,,,,,,,,PPD/PSD.CDS-PP.PPM,269,27.67,,,,,,PS,398,40.95,,,,,,R.I.R.,5,0.51,,VP,3,0.31,
141608,Arneiro das Milhariças,2024,,,,1,0,1,,,,681,451,66.23,10,2.22,8,1.77,,,ADN,7,1.55,,B.E.,17,3.77,,CH,72,15.96,,E,2,0.44,,IL,8,1.77,,,,,,L,10,2.22,,MPT.A,0,0,,,,,,ND,2,0.44,,PAN,2,0.44,,PCP-PEV,20,4.43,,,,,,,,,,PPD/PSD.CDS-PP.PPM,114,25.28,,,,,,PS,177,39.25,,,,,,R.I.R.,2,0.44,,VP,0,0,
141613,Moçarria,2024,,,,1,0,1,,,,922,669,72.56,14,2.09,5,0.75,,,ADN,4,0.6,,B.E.,37,5.53,,CH,138,20.63,,E,1,0.15,,IL,19,2.84,,,,,,L,16,2.39,,MPT.A,3,0.45,,,,,,ND,0,0,,PAN,6,0.9,,PCP-PEV,30,4.48,,,,,,,,,,PPD/PSD.CDS-PP.PPM,141,21.08,,,,,,PS,251,37.52,,,,,,R.I.R.,3,0.45,,VP,1,0.15,
141614,Pernes,2024,,,,1,0,1,,,,1278,859,67.21,22,2.56,7,0.81,,,ADN,12,1.4,,B.E.,30,3.49,,CH,138,16.07,,E,0,0,,IL,21,2.44,,,,,,L,15,1.75,,MPT.A,1,0.12,,,,,,ND,0,0,,PAN,7,0.81,,PCP-PEV,78,9.08,,,,,,,,,,PPD/PSD.CDS-PP.PPM,226,26.31,,,,,,PS,290,33.76,,,,,,R.I.R.,7,0.81,,VP,5,0.58,
141616,Póvoa da Isenta,2024,,,,1,0,1,,,,874,617,70.59,7,1.13,1,0.16,,,ADN,4,0.65,,B.E.,20,3.24,,CH,142,23.01,,E,0,0,,IL,18,2.92,,,,,,L,21,3.4,,MPT.A,1,0.16,,,,,,ND,2,0.32,,PAN,10,1.62,,PCP-PEV,38,6.16,,,,,,,,,,PPD/PSD.CDS-PP.PPM,140,22.69,,,,,,PS,211,34.2,,,,,,R.I.R.,1,0.16,,VP,1,0.16,
141625,Vale de Santarém,2024,,,,1,0,1,,,,2393,1609,67.24,19,1.18,23,1.43,,,ADN,20,1.24,,B.E.,75,4.66,,CH,376,23.37,,E,1,0.06,,IL,42,2.61,,,,,,L,34,2.11,,MPT.A,1,0.06,,,,,,ND,1,0.06,,PAN,19,1.18,,PCP-PEV,90,5.59,,,,,,,,,,PPD/PSD.CDS-PP.PPM,356,22.13,,,,,,PS,538,33.44,,,,,,R.I.R.,6,0.37,,VP,8,0.5,
141628,Gançaria,2024,,,,1,0,1,,,,444,305,68.69,8,2.62,0,0,,,ADN,7,2.3,,B.E.,6,1.97,,CH,60,19.67,,E,0,0,,IL,12,3.93,,,,,,L,2,0.66,,MPT.A,0,0,,,,,,ND,0,0,,PAN,0,0,,PCP-PEV,3,0.98,,,,,,,,,,PPD/PSD.CDS-PP.PPM,144,47.21,,,,,,PS,61,20,,,,,,R.I.R.,2,0.66,,VP,0,0,
141629,Achete Azoia de Baixo e Póvoa de Santarém,2024,,,,1,0,1,,,,2244,1514,67.47,24,1.59,15,0.99,,,ADN,26,1.72,,B.E.,56,3.7,,CH,340,22.46,,E,4,0.26,,IL,57,3.76,,,,,,L,36,2.38,,MPT.A,2,0.13,,,,,,ND,2,0.13,,PAN,19,1.25,,PCP-PEV,65,4.29,,,,,,,,,,PPD/PSD.CDS-PP.PPM,422,27.87,,,,,,PS,443,29.26,,,,,,R.I.R.,1,0.07,,VP,2,0.13,
141630,Azoia de Cima e Tremês,2024,,,,1,0,1,,,,2008,1280,63.75,15,1.17,19,1.48,,,ADN,24,1.88,,B.E.,53,4.14,,CH,290,22.66,,E,5,0.39,,IL,48,3.75,,,,,,L,19,1.48,,MPT.A,0,0,,,,,,ND,5,0.39,,PAN,18,1.41,,PCP-PEV,32,2.5,,,,,,,,,,PPD/PSD.CDS-PP.PPM,304,23.75,,,,,,PS,436,34.06,,,,,,R.I.R.,10,0.78,,VP,2,0.16,
141631,Casével e Vaqueiros,2024,,,,1,0,1,,,,935,631,67.49,8,1.27,7,1.11,,,ADN,10,1.58,,B.E.,36,5.71,,CH,138,21.87,,E,2,0.32,,IL,30,4.75,,,,,,L,17,2.69,,MPT.A,0,0,,,,,,ND,2,0.32,,PAN,8,1.27,,PCP-PEV,22,3.49,,,,,,,,,,PPD/PSD.CDS-PP.PPM,164,25.99,,,,,,PS,184,29.16,,,,,,R.I.R.,1,0.16,,VP,2,0.32,
141632,Romeira e Várzea,2024,,,,1,0,1,,,,2184,1547,70.83,17,1.1,19,1.23,,,ADN,21,1.36,,B.E.,64,4.14,,CH,362,23.4,,E,5,0.32,,IL,61,3.94,,,,,,L,39,2.52,,MPT.A,1,0.06,,,,,,ND,4,0.26,,PAN,22,1.42,,PCP-PEV,37,2.39,,,,,,,,,,PPD/PSD.CDS-PP.PPM,482,31.16,,,,,,PS,406,26.24,,,,,,R.I.R.,5,0.32,,VP,2,0.13,
141633,Cidade de Santarém,2024,,,,1,0,1,,,,25459,17407,68.37,239,1.37,167,0.96,,,ADN,159,0.91,,B.E.,834,4.79,,CH,3418,19.64,,E,30,0.17,,IL,908,5.22,,,,,,L,615,3.53,,MPT.A,13,0.07,,,,,,ND,19,0.11,,PAN,294,1.69,,PCP-PEV,557,3.2,,,,,,,,,,PPD/PSD.CDS-PP.PPM,5516,31.69,,,,,,PS,4551,26.14,,,,,,R.I.R.,48,0.28,,VP,39,0.22,
141634,São Vicente do Paul e Vale de Figueira,2024,,,,1,0,1,,,,2229,1426,63.97,28,1.96,7,0.49,,,ADN,25,1.75,,B.E.,60,4.21,,CH,306,21.46,,E,2,0.14,,IL,52,3.65,,,,,,L,26,1.82,,MPT.A,2,0.14,,,,,,ND,2,0.14,,PAN,19,1.33,,PCP-PEV,97,6.8,,,,,,,,,,PPD/PSD.CDS-PP.PPM,330,23.14,,,,,,PS,462,32.4,,,,,,R.I.R.,7,0.49,,VP,1,0.07,
141701,Alcaravela,2024,,,,1,0,1,,,,690,566,82.03,7,1.24,7,1.24,,,ADN,12,2.12,,B.E.,10,1.77,,CH,98,17.31,,E,0,0,,IL,12,2.12,,,,,,L,9,1.59,,MPT.A,2,0.35,,,,,,ND,0,0,,PAN,8,1.41,,PCP-PEV,14,2.47,,,,,,,,,,PPD/PSD.CDS-PP.PPM,233,41.17,,,,,,PS,150,26.5,,,,,,R.I.R.,1,0.18,,VP,3,0.53,
141702,Santiago de Montalegre,2024,,,,1,0,1,,,,226,170,75.22,2,1.18,8,4.71,,,ADN,5,2.94,,B.E.,9,5.29,,CH,32,18.82,,E,0,0,,IL,2,1.18,,,,,,L,3,1.76,,MPT.A,0,0,,,,,,ND,0,0,,PAN,5,2.94,,PCP-PEV,5,2.94,,,,,,,,,,PPD/PSD.CDS-PP.PPM,59,34.71,,,,,,PS,40,23.53,,,,,,R.I.R.,0,0,,VP,0,0,
141703,Sardoal,2024,,,,1,0,1,,,,1924,1421,73.86,20,1.41,12,0.84,,,ADN,17,1.2,,B.E.,79,5.56,,CH,287,20.2,,E,1,0.07,,IL,34,2.39,,,,,,L,44,3.1,,MPT.A,1,0.07,,,,,,ND,2,0.14,,PAN,32,2.25,,PCP-PEV,41,2.89,,,,,,,,,,PPD/PSD.CDS-PP.PPM,374,26.32,,,,,,PS,472,33.22,,,,,,R.I.R.,3,0.21,,VP,2,0.14,
141704,Valhascos,2024,,,,1,0,1,,,,315,230,73.02,3,1.3,2,0.87,,,ADN,5,2.17,,B.E.,9,3.91,,CH,43,18.7,,E,0,0,,IL,6,2.61,,,,,,L,8,3.48,,MPT.A,1,0.43,,,,,,ND,0,0,,PAN,4,1.74,,PCP-PEV,15,6.52,,,,,,,,,,PPD/PSD.CDS-PP.PPM,57,24.78,,,,,,PS,76,33.04,,,,,,R.I.R.,1,0.43,,VP,0,0,
141802,Asseiceira,2024,,,,1,0,1,,,,2337,1554,66.5,22,1.42,18,1.16,,,ADN,20,1.29,,B.E.,94,6.05,,CH,357,22.97,,E,4,0.26,,IL,43,2.77,,,,,,L,38,2.45,,MPT.A,7,0.45,,,,,,ND,0,0,,PAN,25,1.61,,PCP-PEV,27,1.74,,,,,,,,,,PPD/PSD.CDS-PP.PPM,284,18.28,,,,,,PS,599,38.55,,,,,,R.I.R.,11,0.71,,VP,5,0.32,
141804,Carregueiros,2024,,,,1,0,1,,,,934,662,70.88,13,1.96,7,1.06,,,ADN,10,1.51,,B.E.,27,4.08,,CH,136,20.54,,E,1,0.15,,IL,27,4.08,,,,,,L,25,3.78,,MPT.A,1,0.15,,,,,,ND,1,0.15,,PAN,9,1.36,,PCP-PEV,22,3.32,,,,,,,,,,PPD/PSD.CDS-PP.PPM,167,25.23,,,,,,PS,209,31.57,,,,,,R.I.R.,3,0.45,,VP,4,0.6,
141808,Olalhas,2024,,,,1,0,1,,,,1169,746,63.82,7,0.94,22,2.95,,,ADN,28,3.75,,B.E.,11,1.47,,CH,146,19.57,,E,4,0.54,,IL,24,3.22,,,,,,L,9,1.21,,MPT.A,3,0.4,,,,,,ND,7,0.94,,PAN,6,0.8,,PCP-PEV,9,1.21,,,,,,,,,,PPD/PSD.CDS-PP.PPM,322,43.16,,,,,,PS,136,18.23,,,,,,R.I.R.,6,0.8,,VP,6,0.8,
141809,Paialvo,2024,,,,1,0,1,,,,2022,1331,65.83,14,1.05,14,1.05,,,ADN,20,1.5,,B.E.,37,2.78,,CH,383,28.78,,E,0,0,,IL,31,2.33,,,,,,L,29,2.18,,MPT.A,0,0,,,,,,ND,0,0,,PAN,20,1.5,,PCP-PEV,64,4.81,,,,,,,,,,PPD/PSD.CDS-PP.PPM,244,18.33,,,,,,PS,465,34.94,,,,,,R.I.R.,4,0.3,,VP,6,0.45,
141813,São Pedro de Tomar,2024,,,,1,0,1,,,,2424,1580,65.18,22,1.39,26,1.65,,,ADN,24,1.52,,B.E.,62,3.92,,CH,397,25.13,,E,3,0.19,,IL,41,2.59,,,,,,L,36,2.28,,MPT.A,1,0.06,,,,,,ND,4,0.25,,PAN,19,1.2,,PCP-PEV,38,2.41,,,,,,,,,,PPD/PSD.CDS-PP.PPM,485,30.7,,,,,,PS,410,25.95,,,,,,R.I.R.,8,0.51,,VP,4,0.25,
141814,Sabacheira,2024,,,,1,0,1,,,,850,507,59.65,4,0.79,9,1.78,,,ADN,8,1.58,,B.E.,19,3.75,,CH,107,21.1,,E,1,0.2,,IL,15,2.96,,,,,,L,8,1.58,,MPT.A,0,0,,,,,,ND,0,0,,PAN,3,0.59,,PCP-PEV,12,2.37,,,,,,,,,,PPD/PSD.CDS-PP.PPM,119,23.47,,,,,,PS,200,39.45,,,,,,R.I.R.,1,0.2,,VP,1,0.2,
141817,Além da Ribeira e Pedreira,2024,,,,1,0,1,,,,1057,688,65.09,14,2.03,12,1.74,,,ADN,12,1.74,,B.E.,25,3.63,,CH,117,17.01,,E,1,0.15,,IL,19,2.76,,,,,,L,14,2.03,,MPT.A,1,0.15,,,,,,ND,1,0.15,,PAN,14,2.03,,PCP-PEV,30,4.36,,,,,,,,,,PPD/PSD.CDS-PP.PPM,180,26.16,,,,,,PS,241,35.03,,,,,,R.I.R.,3,0.44,,VP,4,0.58,
141818,Casais e Alviobeira,2024,,,,1,0,1,,,,2424,1628,67.16,24,1.47,38,2.33,,,ADN,28,1.72,,B.E.,70,4.3,,CH,331,20.33,,E,2,0.12,,IL,45,2.76,,,,,,L,32,1.97,,MPT.A,6,0.37,,,,,,ND,6,0.37,,PAN,27,1.66,,PCP-PEV,16,0.98,,,,,,,,,,PPD/PSD.CDS-PP.PPM,520,31.94,,,,,,PS,475,29.18,,,,,,R.I.R.,5,0.31,,VP,3,0.18,
141819,Madalena e Beselga,2024,,,,1,0,1,,,,3235,2270,70.17,30,1.32,27,1.19,,,ADN,33,1.45,,B.E.,117,5.15,,CH,499,21.98,,E,2,0.09,,IL,66,2.91,,,,,,L,64,2.82,,MPT.A,3,0.13,,,,,,ND,2,0.09,,PAN,47,2.07,,PCP-PEV,83,3.66,,,,,,,,,,PPD/PSD.CDS-PP.PPM,536,23.61,,,,,,PS,731,32.2,,,,,,R.I.R.,13,0.57,,VP,17,0.75,
141820,Serra e Junceira,2024,,,,1,0,1,,,,1655,1169,70.63,13,1.11,21,1.8,,,ADN,34,2.91,,B.E.,41,3.51,,CH,261,22.33,,E,1,0.09,,IL,38,3.25,,,,,,L,23,1.97,,MPT.A,0,0,,,,,,ND,4,0.34,,PAN,15,1.28,,PCP-PEV,20,1.71,,,,,,,,,,PPD/PSD.CDS-PP.PPM,435,37.21,,,,,,PS,255,21.81,,,,,,R.I.R.,6,0.51,,VP,2,0.17,
141821,São João Baptista e Santa Maria dos Olivais,2024,,,,1,0,1,,,,15239,10105,66.31,167,1.65,130,1.29,,,ADN,132,1.31,,B.E.,506,5.01,,CH,1864,18.45,,E,13,0.13,,IL,416,4.12,,,,,,L,344,3.4,,MPT.A,7,0.07,,,,,,ND,22,0.22,,PAN,198,1.96,,PCP-PEV,244,2.41,,,,,,,,,,PPD/PSD.CDS-PP.PPM,3076,30.44,,,,,,PS,2910,28.8,,,,,,R.I.R.,31,0.31,,VP,45,0.45,
141902,Assentiz,2024,,,,1,0,1,,,,2425,1705,70.31,51,2.99,22,1.29,,,ADN,33,1.94,,B.E.,88,5.16,,CH,326,19.12,,E,2,0.12,,IL,53,3.11,,,,,,L,18,1.06,,MPT.A,2,0.12,,,,,,ND,2,0.12,,PAN,24,1.41,,PCP-PEV,31,1.82,,,,,,,,,,PPD/PSD.CDS-PP.PPM,454,26.63,,,,,,PS,580,34.02,,,,,,R.I.R.,11,0.65,,VP,8,0.47,
141904,Chancelaria,2024,,,,1,0,1,,,,1389,921,66.31,20,2.17,13,1.41,,,ADN,14,1.52,,B.E.,38,4.13,,CH,223,24.21,,E,1,0.11,,IL,34,3.69,,,,,,L,12,1.3,,MPT.A,3,0.33,,,,,,ND,4,0.43,,PAN,12,1.3,,PCP-PEV,22,2.39,,,,,,,,,,PPD/PSD.CDS-PP.PPM,266,28.88,,,,,,PS,253,27.47,,,,,,R.I.R.,5,0.54,,VP,1,0.11,
141909,Pedrógão,2024,,,,1,0,1,,,,1726,1166,67.56,34,2.92,12,1.03,,,ADN,14,1.2,,B.E.,74,6.35,,CH,211,18.1,,E,2,0.17,,IL,34,2.92,,,,,,L,29,2.49,,MPT.A,0,0,,,,,,ND,0,0,,PAN,8,0.69,,PCP-PEV,55,4.72,,,,,,,,,,PPD/PSD.CDS-PP.PPM,272,23.33,,,,,,PS,415,35.59,,,,,,R.I.R.,3,0.26,,VP,3,0.26,
141910,Riachos,2024,,,,1,0,1,,,,4436,2958,66.68,51,1.72,29,0.98,,,ADN,36,1.22,,B.E.,233,7.88,,CH,666,22.52,,E,6,0.2,,IL,94,3.18,,,,,,L,84,2.84,,MPT.A,0,0,,,,,,ND,3,0.1,,PAN,57,1.93,,PCP-PEV,163,5.51,,,,,,,,,,PPD/PSD.CDS-PP.PPM,582,19.68,,,,,,PS,942,31.85,,,,,,R.I.R.,10,0.34,,VP,2,0.07,
141916,Zibreira,2024,,,,1,0,1,,,,826,590,71.43,9,1.53,5,0.85,,,ADN,8,1.36,,B.E.,31,5.25,,CH,117,19.83,,E,1,0.17,,IL,12,2.03,,,,,,L,10,1.69,,MPT.A,1,0.17,,,,,,ND,2,0.34,,PAN,5,0.85,,PCP-PEV,35,5.93,,,,,,,,,,PPD/PSD.CDS-PP.PPM,153,25.93,,,,,,PS,196,33.22,,,,,,R.I.R.,3,0.51,,VP,2,0.34,
141917,Meia Via,2024,,,,1,0,1,,,,1388,971,69.96,18,1.85,11,1.13,,,ADN,11,1.13,,B.E.,58,5.97,,CH,267,27.5,,E,0,0,,IL,48,4.94,,,,,,L,19,1.96,,MPT.A,2,0.21,,,,,,ND,1,0.1,,PAN,16,1.65,,PCP-PEV,30,3.09,,,,,,,,,,PPD/PSD.CDS-PP.PPM,196,20.19,,,,,,PS,289,29.76,,,,,,R.I.R.,3,0.31,,VP,2,0.21,
141918,Brogueira Parceiros de Igreja e Alcorochel,2024,,,,1,0,1,,,,2384,1542,64.68,25,1.62,13,0.84,,,ADN,18,1.17,,B.E.,93,6.03,,CH,299,19.39,,E,5,0.32,,IL,51,3.31,,,,,,L,26,1.69,,MPT.A,3,0.19,,,,,,ND,10,0.65,,PAN,27,1.75,,PCP-PEV,67,4.35,,,,,,,,,,PPD/PSD.CDS-PP.PPM,331,21.47,,,,,,PS,559,36.25,,,,,,R.I.R.,9,0.58,,VP,6,0.39,
141919,Olaia e Paço,2024,,,,1,0,1,,,,2006,1429,71.24,25,1.75,20,1.4,,,ADN,12,0.84,,B.E.,85,5.95,,CH,378,26.45,,E,2,0.14,,IL,37,2.59,,,,,,L,27,1.89,,MPT.A,3,0.21,,,,,,ND,5,0.35,,PAN,37,2.59,,PCP-PEV,78,5.46,,,,,,,,,,PPD/PSD.CDS-PP.PPM,246,17.21,,,,,,PS,465,32.54,,,,,,R.I.R.,7,0.49,,VP,2,0.14,
141920,Torres Novas (Santa Maria Salvador e Santiago),2024,,,,1,0,1,,,,6931,4836,69.77,78,1.61,36,0.74,,,ADN,52,1.08,,B.E.,331,6.84,,CH,925,19.13,,E,4,0.08,,IL,250,5.17,,,,,,L,141,2.92,,MPT.A,2,0.04,,,,,,ND,5,0.1,,PAN,83,1.72,,PCP-PEV,175,3.62,,,,,,,,,,PPD/PSD.CDS-PP.PPM,1403,29.01,,,,,,PS,1324,27.38,,,,,,R.I.R.,22,0.45,,VP,5,0.1,
141921,Torres Novas (São Pedro) Lapas e Ribeira Branca,2024,,,,1,0,1,,,,7207,4889,67.84,104,2.13,58,1.19,,,ADN,56,1.15,,B.E.,344,7.04,,CH,834,17.06,,E,10,0.2,,IL,213,4.36,,,,,,L,160,3.27,,MPT.A,8,0.16,,,,,,ND,7,0.14,,PAN,105,2.15,,PCP-PEV,264,5.4,,,,,,,,,,PPD/PSD.CDS-PP.PPM,1119,22.89,,,,,,PS,1584,32.4,,,,,,R.I.R.,15,0.31,,VP,8,0.16,
142001,Atalaia,2024,,,,1,0,1,,,,1654,1179,71.28,17,1.44,15,1.27,,,ADN,8,0.68,,B.E.,71,6.02,,CH,312,26.46,,E,3,0.25,,IL,51,4.33,,,,,,L,28,2.37,,MPT.A,0,0,,,,,,ND,3,0.25,,PAN,25,2.12,,PCP-PEV,62,5.26,,,,,,,,,,PPD/PSD.CDS-PP.PPM,197,16.71,,,,,,PS,375,31.81,,,,,,R.I.R.,10,0.85,,VP,2,0.17,
142002,Praia do Ribatejo,2024,,,,1,0,1,,,,1307,869,66.49,9,1.04,10,1.15,,,ADN,9,1.04,,B.E.,33,3.8,,CH,235,27.04,,E,1,0.12,,IL,19,2.19,,,,,,L,20,2.3,,MPT.A,0,0,,,,,,ND,1,0.12,,PAN,13,1.5,,PCP-PEV,31,3.57,,,,,,,,,,PPD/PSD.CDS-PP.PPM,185,21.29,,,,,,PS,294,33.83,,,,,,R.I.R.,8,0.92,,VP,1,0.12,
142003,Tancos,2024,,,,1,0,1,,,,192,132,68.75,3,2.27,2,1.52,,,ADN,2,1.52,,B.E.,9,6.82,,CH,18,13.64,,E,0,0,,IL,0,0,,,,,,L,1,0.76,,MPT.A,0,0,,,,,,ND,0,0,,PAN,2,1.52,,PCP-PEV,7,5.3,,,,,,,,,,PPD/PSD.CDS-PP.PPM,21,15.91,,,,,,PS,67,50.76,,,,,,R.I.R.,0,0,,VP,0,0,
142006,Vila Nova da Barquinha,2024,,,,1,0,1,,,,3257,2326,71.42,40,1.72,18,0.77,,,ADN,22,0.95,,B.E.,109,4.69,,CH,665,28.59,,E,5,0.21,,IL,103,4.43,,,,,,L,52,2.24,,MPT.A,1,0.04,,,,,,ND,5,0.21,,PAN,55,2.36,,PCP-PEV,92,3.96,,,,,,,,,,PPD/PSD.CDS-PP.PPM,455,19.56,,,,,,PS,692,29.75,,,,,,R.I.R.,6,0.26,,VP,6,0.26,
142101,Alburitel,2024,,,,1,0,1,,,,878,667,75.97,13,1.95,20,3,,,ADN,14,2.1,,B.E.,22,3.3,,CH,131,19.64,,E,0,0,,IL,27,4.05,,,,,,L,10,1.5,,MPT.A,3,0.45,,,,,,ND,3,0.45,,PAN,6,0.9,,PCP-PEV,7,1.05,,,,,,,,,,PPD/PSD.CDS-PP.PPM,228,34.18,,,,,,PS,174,26.09,,,,,,R.I.R.,5,0.75,,VP,4,0.6,
142102,Atouguia,2024,,,,1,0,1,,,,2041,1407,68.94,22,1.56,24,1.71,,,ADN,31,2.2,,B.E.,40,2.84,,CH,306,21.75,,E,1,0.07,,IL,67,4.76,,,,,,L,21,1.49,,MPT.A,2,0.14,,,,,,ND,3,0.21,,PAN,16,1.14,,PCP-PEV,9,0.64,,,,,,,,,,PPD/PSD.CDS-PP.PPM,680,48.33,,,,,,PS,173,12.3,,,,,,R.I.R.,7,0.5,,VP,5,0.36,
142104,Caxarias,2024,,,,1,0,1,,,,1893,1208,63.81,13,1.08,10,0.83,,,ADN,25,2.07,,B.E.,35,2.9,,CH,276,22.85,,E,1,0.08,,IL,54,4.47,,,,,,L,33,2.73,,MPT.A,1,0.08,,,,,,ND,7,0.58,,PAN,15,1.24,,PCP-PEV,11,0.91,,,,,,,,,,PPD/PSD.CDS-PP.PPM,481,39.82,,,,,,PS,239,19.78,,,,,,R.I.R.,2,0.17,,VP,5,0.41,
142105,Espite,2024,,,,1,0,1,,,,974,498,51.13,15,3.01,11,2.21,,,ADN,12,2.41,,B.E.,9,1.81,,CH,137,27.51,,E,2,0.4,,IL,19,3.82,,,,,,L,11,2.21,,MPT.A,0,0,,,,,,ND,4,0.8,,PAN,4,0.8,,PCP-PEV,3,0.6,,,,,,,,,,PPD/PSD.CDS-PP.PPM,196,39.36,,,,,,PS,70,14.06,,,,,,R.I.R.,3,0.6,,VP,2,0.4,
142106,Fátima,2024,,,,1,0,1,,,,10819,7343,67.87,96,1.31,68,0.93,,,ADN,180,2.45,,B.E.,146,1.99,,CH,1728,23.53,,E,9,0.12,,IL,389,5.3,,,,,,L,137,1.87,,MPT.A,8,0.11,,,,,,ND,19,0.26,,PAN,96,1.31,,PCP-PEV,56,0.76,,,,,,,,,,PPD/PSD.CDS-PP.PPM,3649,49.69,,,,,,PS,731,9.96,,,,,,R.I.R.,23,0.31,,VP,8,0.11,
142111,Nossa Senhora das Misericórdias,2024,,,,1,0,1,,,,4291,3049,71.06,48,1.57,44,1.44,,,ADN,62,2.03,,B.E.,86,2.82,,CH,725,23.78,,E,7,0.23,,IL,152,4.99,,,,,,L,75,2.46,,MPT.A,7,0.23,,,,,,ND,11,0.36,,PAN,48,1.57,,PCP-PEV,37,1.21,,,,,,,,,,PPD/PSD.CDS-PP.PPM,1315,43.13,,,,,,PS,411,13.48,,,,,,R.I.R.,13,0.43,,VP,8,0.26,
142113,Seiça,2024,,,,1,0,1,,,,1760,1124,63.86,22,1.96,15,1.33,,,ADN,21,1.87,,B.E.,32,2.85,,CH,234,20.82,,E,0,0,,IL,43,3.83,,,,,,L,26,2.31,,MPT.A,2,0.18,,,,,,ND,2,0.18,,PAN,16,1.42,,PCP-PEV,15,1.33,,,,,,,,,,PPD/PSD.CDS-PP.PPM,381,33.9,,,,,,PS,303,26.96,,,,,,R.I.R.,9,0.8,,VP,3,0.27,
142114,Urqueira,2024,,,,1,0,1,,,,1520,867,57.04,10,1.15,13,1.5,,,ADN,21,2.42,,B.E.,23,2.65,,CH,234,26.99,,E,2,0.23,,IL,30,3.46,,,,,,L,17,1.96,,MPT.A,1,0.12,,,,,,ND,3,0.35,,PAN,8,0.92,,PCP-PEV,11,1.27,,,,,,,,,,PPD/PSD.CDS-PP.PPM,379,43.71,,,,,,PS,109,12.57,,,,,,R.I.R.,5,0.58,,VP,1,0.12,
142115,Nossa Senhora da Piedade,2024,,,,1,0,1,,,,6240,4138,66.31,88,2.13,63,1.52,,,ADN,82,1.98,,B.E.,148,3.58,,CH,921,22.26,,E,3,0.07,,IL,157,3.79,,,,,,L,135,3.26,,MPT.A,9,0.22,,,,,,ND,12,0.29,,PAN,76,1.84,,PCP-PEV,56,1.35,,,,,,,,,,PPD/PSD.CDS-PP.PPM,1603,38.74,,,,,,PS,770,18.61,,,,,,R.I.R.,6,0.14,,VP,9,0.22,
142119,Freixianda Ribeira do Fárrio e Formigais,2024,,,,1,0,1,,,,3199,1955,61.11,22,1.13,26,1.33,,,ADN,41,2.1,,B.E.,22,1.13,,CH,545,27.88,,E,4,0.2,,IL,46,2.35,,,,,,L,19,0.97,,MPT.A,6,0.31,,,,,,ND,4,0.2,,PAN,11,0.56,,PCP-PEV,16,0.82,,,,,,,,,,PPD/PSD.CDS-PP.PPM,1020,52.17,,,,,,PS,160,8.18,,,,,,R.I.R.,8,0.41,,VP,5,0.26,
142120,Gondemaria e Olival,2024,,,,1,0,1,,,,2754,1748,63.47,23,1.32,16,0.92,,,ADN,54,3.09,,B.E.,48,2.75,,CH,421,24.08,,E,9,0.51,,IL,67,3.83,,,,,,L,23,1.32,,MPT.A,2,0.11,,,,,,ND,9,0.51,,PAN,20,1.14,,PCP-PEV,17,0.97,,,,,,,,,,PPD/PSD.CDS-PP.PPM,816,46.68,,,,,,PS,208,11.9,,,,,,R.I.R.,12,0.69,,VP,3,0.17,
